,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
13784,13779,45-4011.00,7043,They examine and grade trees according to standard charts and staple color-coded grade tags to limbs.,Supplemental,79.0,07/2014,Incumbent
13785,13784,45-4011.00,7045,"They maintain campsites or recreational areas, replenishing firewood or other supplies and cleaning kitchens or restrooms.",Supplemental,80.0,07/2014,Incumbent
13786,13770,45-4011.00,7046,"They sow or harvest cover crops, such as alfalfa.",Supplemental,79.0,07/2014,Incumbent
13787,13775,45-4011.00,20632,"They sort tree seedlings, discarding substandard seedlings, according to standard charts or verbal instructions.",Supplemental,79.0,07/2014,Incumbent
13788,13788,45-4021.00,13484,"They stop saw engines, pull cutting bars from cuts, and run to safety as tree falls.",Core,73.0,06/2007,Incumbent
13789,13789,45-4021.00,13485,"They appraise trees for certain characteristics, such as twist, rot, and heavy limb growth, and gauge amount and direction of lean, to determine how to control the direction of a tree's fall with the least damage.",Core,73.0,06/2007,Incumbent
13790,13790,45-4021.00,13486,"They saw back-cuts, leaving sufficient sound wood to control direction of fall.",Core,73.0,06/2007,Incumbent
13791,13791,45-4021.00,13487,"They clear brush from work areas and escape routes, and cut saplings and other trees from direction of falls, using axes, chainsaws, or bulldozers.",Core,73.0,06/2007,Incumbent
13792,13792,45-4021.00,13488,"They measure felled trees and cut them into specified log lengths, using chain saws and axes.",Core,73.0,06/2007,Incumbent
13793,13793,45-4021.00,13489,They assess logs after cutting to ensure that the quality and length are correct.,Core,72.0,06/2007,Incumbent
13794,13794,45-4021.00,13490,"They determine position, direction, and depth of cuts to be made, and placement of wedges or jacks.",Core,73.0,06/2007,Incumbent
13795,13795,45-4021.00,13491,"They control the direction of a tree's fall by scoring cutting lines with axes, sawing undercuts along scored lines with chainsaws, knocking slabs from cuts with single-bit axes, and driving wedges.",Core,73.0,06/2007,Incumbent
13796,13796,45-4021.00,13492,"They trim off the tops and limbs of trees, using chainsaws, delimbers, or axes.",Core,73.0,06/2007,Incumbent
13797,13797,45-4021.00,13493,"They select trees to be cut down, assessing factors such as site, terrain, and weather conditions before beginning work.",Core,73.0,06/2007,Incumbent
13798,13798,45-4021.00,13494,"They maintain and repair chainsaws and other equipment, cleaning, oiling, and greasing equipment, and sharpening equipment properly.",Core,72.0,06/2007,Incumbent
13799,13799,45-4021.00,13495,They insert jacks or drive wedges behind saws to prevent binding of saws and to start trees falling.,Core,73.0,06/2007,Incumbent
13800,13800,45-4021.00,13496,They tag unsafe trees with high-visibility ribbons.,Core,73.0,06/2007,Incumbent
13801,13801,45-4021.00,13497,They secure steel cables or chains to logs for dragging by tractors or for pulling by cable yarding systems.,Supplemental,73.0,06/2007,Incumbent
13802,13802,45-4021.00,13498,"They load logs or wood onto trucks, trailers, or railroad cars, by hand or using loaders or winches.",Supplemental,72.0,06/2007,Incumbent
13803,13803,45-4021.00,13499,They mark logs for identification.,Supplemental,71.0,06/2007,Incumbent
13804,13804,45-4021.00,13500,"They work as a member of a team, rotating between chain saw operation and skidder operation.",Supplemental,73.0,06/2007,Incumbent
13805,13805,45-4021.00,13501,"They place supporting limbs or poles under felled trees to avoid splitting undersides, and to prevent logs from rolling.",Supplemental,73.0,06/2007,Incumbent
13806,13806,45-4021.00,13502,"They split logs, using axes, wedges, and mauls, and stack wood in ricks or cord lots.",Supplemental,72.0,06/2007,Incumbent
13807,13807,45-4022.00,9802,"They inspect equipment for safety prior to use, and perform necessary basic maintenance tasks.",Core,57.0,07/2017,Incumbent
13808,13810,45-4022.00,9803,"They drive straight or articulated tractors equipped with accessories such as bulldozer blades, grapples, logging arches, cable winches, and crane booms to skid, load, unload, or stack logs, pull stumps, or clear brush.",Core,57.0,07/2017,Incumbent
13809,13811,45-4022.00,9804,They drive crawler or wheeled tractors to drag or transport logs from felling sites to log landing areas for processing and loading.,Core,57.0,07/2017,Incumbent
13810,13813,45-4022.00,9805,They drive tractors for building or repairing logging and skid roads.,Core,57.0,07/2017,Incumbent
13811,13809,45-4022.00,9806,"They grade logs according to characteristics such as knot size and straightness, and according to established industry or company standards.",Core,57.0,07/2017,Incumbent
13812,13808,45-4022.00,9807,"They control hydraulic tractors equipped with tree clamps and booms to lift, swing, and bunch sheared trees.",Core,57.0,07/2017,Incumbent
13813,13812,45-4022.00,9809,They fill out required job or shift report forms.,Core,56.0,07/2017,Incumbent
13814,13814,45-4022.00,9808,"They drive and maneuver tractors and tree harvesters to shear the tops off of trees, cut and limb the trees, and cut the logs into desired lengths.",Supplemental,56.0,07/2017,Incumbent
13815,13815,45-4022.00,9810,"They calculate total board feet, cordage, or other wood measurement units, using conversion tables.",Supplemental,57.0,07/2017,Incumbent
13816,13816,45-4023.00,9811,"They evaluate log characteristics and determine grades, using established criteria.",Core,75.0,07/2017,Incumbent
13817,13817,45-4023.00,9812,They record data about individual trees or load volumes into tally books or hand-held collection terminals.,Core,75.0,07/2017,Incumbent
13818,13819,45-4023.00,9813,"They paint identification marks of specified colors on logs to identify grades or species, using spray cans, or call out grades to log markers.",Core,76.0,07/2017,Incumbent
13819,13818,45-4023.00,9814,"They measure felled logs or loads of pulpwood to calculate volume, weight, dimensions, and marketable value, using measuring devices and conversion tables.",Core,75.0,07/2017,Incumbent
13820,13821,45-4023.00,9816,"They identify logs of substandard or special grade so that they can be returned to shippers, regraded, recut, or transferred for other processing.",Core,75.0,07/2017,Incumbent
13821,13820,45-4023.00,9817,"They jab logs with metal ends of scale sticks, and inspect logs to ascertain characteristics or defects such as water damage, splits, knots, broken ends, rotten areas, twists, and curves.",Core,76.0,07/2017,Incumbent
13822,13824,45-4023.00,9815,"They measure log lengths and mark boles for bucking into logs, according to specifications.",Supplemental,76.0,07/2017,Incumbent
13823,13826,45-4023.00,9818,"They drive to sawmills, wharfs, or skids to inspect logs or pulpwood.",Supplemental,75.0,07/2017,Incumbent
13824,13825,45-4023.00,9819,They communicate with coworkers by using signals to direct log movement.,Supplemental,75.0,07/2017,Incumbent
13825,13823,45-4023.00,9820,"They weigh log trucks before and after unloading, and record load weights and supplier identities.",Supplemental,74.0,07/2017,Incumbent
13826,13827,45-4023.00,9821,They saw felled trees into lengths.,Supplemental,74.0,07/2017,Incumbent
13827,13828,45-4023.00,9822,They tend conveyor chains that move logs to and from scaling stations.,Supplemental,75.0,07/2017,Incumbent
13828,13822,45-4023.00,21015,They arrange for hauling of logs to appropriate mill sites.,Supplemental,76.0,07/2017,Incumbent
13829,13830,47-1011.00,11424,"They read specifications, such as blueprints, to determine construction requirements or to plan procedures.",Core,99.0,08/2020,Incumbent
13830,13834,47-1011.00,11425,They estimate material or worker requirements to complete jobs.,Core,99.0,08/2020,Incumbent
13831,13831,47-1011.00,11426,"They supervise, coordinate, or schedule the activities of construction or extractive workers.",Core,99.0,08/2020,Incumbent
13832,13839,47-1011.00,11427,"They confer with managerial or technical personnel, other departments, or contractors to resolve problems or to coordinate activities.",Core,99.0,08/2020,Incumbent
13833,13833,47-1011.00,11428,They coordinate work activities with other construction project activities.,Core,99.0,08/2020,Incumbent
13834,13836,47-1011.00,11429,They order or requisition materials or supplies.,Core,98.0,08/2020,Incumbent
13835,13838,47-1011.00,11430,"They locate, measure, and mark site locations or placement of structures or equipment, using measuring and marking equipment.",Core,99.0,08/2020,Incumbent
13836,13842,47-1011.00,11431,"They record information, such as personnel, production, or operational data on specified forms or reports.",Core,99.0,08/2020,Incumbent
13837,13832,47-1011.00,11432,"They assign work to employees, based on material or worker requirements of specific jobs.",Core,99.0,08/2020,Incumbent
13838,13841,47-1011.00,11433,"They provide assistance to workers engaged in construction or extraction activities, using hand tools or other equipment.",Core,99.0,08/2020,Incumbent
13839,13837,47-1011.00,11434,"They train workers in construction methods, operation of equipment, safety procedures, or company policies.",Core,98.0,08/2020,Incumbent
13840,13835,47-1011.00,11435,"They analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.",Core,98.0,08/2020,Incumbent
13841,13840,47-1011.00,11436,They arrange for repairs of equipment or machinery.,Core,99.0,08/2020,Incumbent
13842,13843,47-1011.00,11437,"They suggest or initiate personnel actions, such as promotions, transfers, or hires.",Core,98.0,08/2020,Incumbent
13843,13829,47-1011.00,20291,"They inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met.",Core,99.0,08/2020,Incumbent
13844,13847,47-1011.03,17725,They plan and coordinate installations of photovoltaic (pv) solar and solar thermal systems to ensure conformance to codes.,Core,67.0,07/2014,Incumbent
13845,13844,47-1011.03,17726,"They supervise solar installers, technicians, and subcontractors for solar installation projects to ensure compliance with safety standards.",Core,67.0,07/2014,Incumbent
13846,13849,47-1011.03,17727,They assess potential solar installation sites to determine feasibility and design requirements.,Core,67.0,07/2014,Incumbent
13847,13854,47-1011.03,17728,"They assess system performance or functionality at the system, subsystem, and component levels.",Core,67.0,07/2014,Incumbent
13848,13852,47-1011.03,17729,They coordinate or schedule building inspections for solar installation projects.,Core,67.0,07/2014,Incumbent
13849,13848,47-1011.03,17730,"They monitor work of contractors and subcontractors to ensure projects conform to plans, specifications, schedules, or budgets.",Core,67.0,07/2014,Incumbent
13850,13853,47-1011.03,17731,They perform start-up of systems for testing or customer implementation.,Core,67.0,07/2014,Incumbent
13851,13850,47-1011.03,17732,"They provide technical assistance to installers, technicians, or other solar professionals in areas such as solar electric systems, solar thermal systems, electrical systems, or mechanical systems.",Core,67.0,07/2014,Incumbent
